timestamp,action
2025-06-15 14:00:00,buy
2025-06-15 15:00:00,buy
2025-06-15 18:00:00,buy
2025-06-15 19:00:00,buy
2025-06-15 20:00:00,buy
2025-06-15 21:00:00,buy
2025-06-15 22:00:00,buy
2025-06-15 23:00:00,buy
2025-06-16 07:00:00,sell
2025-06-16 13:00:00,sell
2025-06-16 14:00:00,sell
2025-06-16 15:00:00,sell
2025-06-16 16:00:00,sell
2025-06-16 17:00:00,sell
2025-06-16 18:00:00,sell
2025-06-16 19:00:00,sell
2025-06-16 20:00:00,sell
2025-06-16 21:00:00,sell
2025-06-16 22:00:00,sell
2025-06-17 02:00:00,sell
2025-06-17 03:00:00,sell
2025-06-17 04:00:00,sell
2025-06-17 05:00:00,sell
2025-06-17 06:00:00,sell
2025-06-17 07:00:00,sell
2025-06-19 15:00:00,buy
2025-06-19 16:00:00,buy
2025-06-19 17:00:00,sell
2025-06-19 18:00:00,sell
2025-06-19 19:00:00,sell
2025-06-19 20:00:00,sell
2025-06-19 21:00:00,sell
2025-06-19 22:00:00,sell
2025-06-19 23:00:00,sell
2025-06-20 00:00:00,sell
2025-06-20 01:00:00,sell
2025-06-20 02:00:00,sell
2025-06-20 03:00:00,sell
2025-06-20 04:00:00,sell
2025-06-20 05:00:00,sell
2025-06-20 06:00:00,sell
2025-06-20 07:00:00,sell
2025-06-20 08:00:00,sell
2025-06-20 09:00:00,sell
2025-06-20 10:00:00,sell
2025-06-20 11:00:00,sell
2025-06-20 12:00:00,sell
2025-06-20 13:00:00,sell
2025-06-20 21:00:00,sell
2025-06-20 22:00:00,sell
2025-06-20 23:00:00,sell
2025-06-21 00:00:00,sell
2025-06-21 01:00:00,sell
2025-06-21 02:00:00,sell
2025-06-21 03:00:00,sell
2025-06-21 04:00:00,sell
2025-06-21 05:00:00,sell
2025-06-21 06:00:00,sell
2025-06-21 07:00:00,sell
2025-06-21 08:00:00,sell
2025-06-21 09:00:00,sell
2025-06-21 10:00:00,sell
2025-06-21 11:00:00,sell
2025-06-21 12:00:00,sell
2025-06-21 13:00:00,sell
2025-06-21 14:00:00,sell
2025-06-21 15:00:00,sell
2025-06-21 16:00:00,sell
2025-06-21 17:00:00,sell
2025-06-21 18:00:00,sell
2025-06-21 19:00:00,sell
2025-06-21 20:00:00,sell
2025-06-21 21:00:00,buy
2025-06-21 22:00:00,sell
2025-06-21 23:00:00,sell
2025-06-22 00:00:00,sell
2025-06-22 01:00:00,sell
2025-06-22 02:00:00,sell
2025-06-22 03:00:00,sell
2025-06-22 04:00:00,sell
2025-06-22 05:00:00,sell
2025-06-22 06:00:00,sell
2025-06-22 07:00:00,sell
2025-06-22 08:00:00,sell
2025-06-22 14:00:00,buy
2025-06-22 15:00:00,buy
2025-06-22 20:00:00,buy
2025-06-22 22:00:00,buy
2025-06-23 00:00:00,buy
2025-06-23 01:00:00,buy
2025-06-23 05:00:00,buy
2025-06-23 06:00:00,buy
2025-06-23 08:00:00,buy
2025-06-23 09:00:00,buy
2025-06-23 10:00:00,buy
2025-06-23 13:00:00,buy
2025-06-23 14:00:00,buy
2025-06-23 15:00:00,buy
2025-06-23 16:00:00,buy
2025-06-23 18:00:00,buy
2025-06-26 00:00:00,sell
2025-06-26 01:00:00,sell
2025-06-26 02:00:00,sell
2025-06-26 03:00:00,sell
2025-06-26 04:00:00,sell
2025-06-26 05:00:00,sell
2025-06-26 06:00:00,sell
2025-06-26 07:00:00,sell
2025-06-26 08:00:00,sell
2025-06-26 09:00:00,sell
2025-06-26 11:00:00,sell
2025-06-26 22:00:00,buy
2025-06-26 23:00:00,buy
2025-06-27 01:00:00,buy
2025-06-27 06:00:00,buy
2025-06-27 08:00:00,buy
2025-06-27 09:00:00,buy
2025-06-27 12:00:00,buy
2025-06-27 13:00:00,buy
2025-06-27 18:00:00,buy
2025-06-27 19:00:00,buy
2025-06-27 21:00:00,buy
2025-06-28 04:00:00,buy
2025-06-28 06:00:00,buy
2025-06-28 08:00:00,buy
2025-06-28 10:00:00,buy
2025-06-28 11:00:00,buy
2025-06-28 15:00:00,buy
2025-06-29 15:00:00,buy
2025-06-29 16:00:00,buy
2025-06-29 17:00:00,buy
2025-06-29 18:00:00,buy
2025-06-29 21:00:00,buy
2025-06-30 02:00:00,buy
2025-06-30 05:00:00,buy
2025-06-30 07:00:00,buy
2025-06-30 08:00:00,buy
2025-06-30 13:00:00,buy
2025-06-30 14:00:00,buy
2025-06-30 15:00:00,sell
2025-06-30 16:00:00,sell
2025-06-30 17:00:00,sell
2025-06-30 18:00:00,sell
2025-06-30 19:00:00,sell
2025-06-30 20:00:00,sell
2025-06-30 21:00:00,sell
2025-06-30 22:00:00,sell
2025-06-30 23:00:00,sell
2025-07-01 00:00:00,sell
2025-07-01 01:00:00,sell
2025-07-01 02:00:00,sell
2025-07-01 03:00:00,sell
2025-07-01 04:00:00,sell
2025-07-01 15:00:00,buy
2025-07-01 18:00:00,buy
2025-07-01 21:00:00,buy
2025-07-01 22:00:00,buy
2025-07-02 01:00:00,buy
2025-07-02 04:00:00,buy
2025-07-02 07:00:00,buy
2025-07-02 11:00:00,buy
2025-07-02 13:00:00,buy
2025-07-02 14:00:00,buy
2025-07-02 17:00:00,buy
2025-07-03 20:00:00,sell
2025-07-03 21:00:00,sell
2025-07-03 22:00:00,sell
2025-07-03 23:00:00,sell
2025-07-04 00:00:00,sell
2025-07-04 01:00:00,sell
2025-07-04 05:00:00,sell
2025-07-04 06:00:00,sell
2025-07-05 16:00:00,buy
2025-07-05 17:00:00,buy
2025-07-05 19:00:00,buy
2025-07-05 21:00:00,buy
2025-07-06 01:00:00,buy
2025-07-06 02:00:00,buy
2025-07-06 04:00:00,buy
2025-07-06 07:00:00,buy
2025-07-06 08:00:00,buy
2025-07-06 09:00:00,buy
2025-07-06 10:00:00,buy
2025-07-06 11:00:00,buy
2025-07-07 20:00:00,buy
2025-07-07 21:00:00,buy
2025-07-07 23:00:00,buy
2025-07-08 02:00:00,buy
2025-07-08 04:00:00,buy
2025-07-08 19:00:00,buy
2025-07-08 21:00:00,buy
2025-07-08 23:00:00,buy
2025-07-09 00:00:00,buy
2025-07-09 01:00:00,buy
2025-07-09 02:00:00,buy
2025-07-09 04:00:00,buy
2025-07-09 07:00:00,buy
2025-07-09 08:00:00,buy
2025-07-09 10:00:00,buy
2025-07-09 16:00:00,buy
2025-07-09 17:00:00,buy
2025-07-09 20:00:00,buy
2025-07-09 22:00:00,buy
2025-07-10 00:00:00,buy
2025-07-10 01:00:00,buy
2025-07-10 02:00:00,buy
2025-07-10 03:00:00,buy
2025-07-10 05:00:00,buy
2025-07-10 08:00:00,buy
2025-07-10 09:00:00,buy
2025-07-10 12:00:00,buy
2025-07-10 15:00:00,buy
2025-07-10 16:00:00,buy
2025-07-10 17:00:00,buy
2025-07-10 19:00:00,buy
