timestamp,action
2025-06-12 08:00:00,sell
2025-06-12 09:00:00,sell
2025-06-12 10:00:00,sell
2025-06-12 11:00:00,sell
2025-06-12 12:00:00,sell
2025-06-12 13:00:00,sell
2025-06-12 14:00:00,sell
2025-06-12 15:00:00,sell
2025-06-12 16:00:00,sell
2025-06-12 17:00:00,sell
2025-06-12 18:00:00,sell
2025-06-12 19:00:00,sell
2025-06-12 20:00:00,sell
2025-06-12 21:00:00,sell
2025-06-12 22:00:00,sell
2025-06-12 23:00:00,sell
2025-06-13 01:00:00,buy
2025-06-13 04:00:00,buy
2025-06-13 05:00:00,buy
2025-06-13 12:00:00,buy
2025-06-13 15:00:00,buy
2025-06-13 23:00:00,sell
2025-06-14 00:00:00,sell
2025-06-14 01:00:00,sell
2025-06-14 02:00:00,sell
2025-06-14 03:00:00,sell
2025-06-14 04:00:00,sell
2025-06-14 05:00:00,buy
2025-06-14 06:00:00,buy
2025-06-14 07:00:00,buy
2025-06-14 08:00:00,buy
2025-06-14 10:00:00,buy
2025-06-14 11:00:00,buy
2025-06-14 13:00:00,buy
2025-06-14 15:00:00,buy
2025-06-14 16:00:00,buy
2025-06-14 21:00:00,buy
2025-06-14 23:00:00,buy
2025-06-15 05:00:00,buy
2025-06-15 10:00:00,buy
2025-06-15 12:00:00,buy
2025-06-15 13:00:00,buy
2025-06-15 23:00:00,buy
2025-06-16 01:00:00,buy
2025-06-16 02:00:00,buy
2025-06-16 06:00:00,buy
2025-06-16 07:00:00,buy
2025-06-16 09:00:00,buy
2025-06-16 11:00:00,buy
2025-06-16 12:00:00,buy
2025-06-16 17:00:00,buy
2025-06-16 22:00:00,buy
2025-06-17 03:00:00,sell
2025-06-17 04:00:00,sell
2025-06-17 05:00:00,sell
2025-06-17 12:00:00,buy
2025-06-18 00:00:00,buy
2025-06-18 04:00:00,sell
2025-06-18 14:00:00,buy
2025-06-18 15:00:00,buy
2025-06-18 18:00:00,buy
2025-06-18 19:00:00,buy
2025-06-18 20:00:00,buy
2025-06-18 21:00:00,buy
2025-06-18 22:00:00,buy
2025-06-19 08:00:00,buy
2025-06-19 09:00:00,buy
2025-06-19 13:00:00,buy
2025-06-19 14:00:00,buy
2025-06-19 22:00:00,sell
2025-06-19 23:00:00,sell
2025-06-20 00:00:00,sell
2025-06-20 01:00:00,sell
2025-06-20 02:00:00,sell
2025-06-20 03:00:00,sell
2025-06-20 04:00:00,sell
2025-06-20 05:00:00,sell
2025-06-20 06:00:00,sell
2025-06-20 07:00:00,sell
2025-06-20 08:00:00,sell
2025-06-20 09:00:00,sell
2025-06-20 10:00:00,sell
2025-06-20 11:00:00,sell
2025-06-20 12:00:00,sell
2025-06-20 13:00:00,sell
2025-06-20 16:00:00,sell
2025-06-21 13:00:00,sell
2025-06-21 14:00:00,sell
2025-06-21 15:00:00,sell
2025-06-21 16:00:00,sell
2025-06-21 17:00:00,sell
2025-06-21 18:00:00,sell
2025-06-21 19:00:00,sell
2025-06-21 20:00:00,sell
2025-06-21 21:00:00,sell
2025-06-21 22:00:00,sell
2025-06-21 23:00:00,sell
2025-06-22 00:00:00,sell
2025-06-22 02:00:00,sell
2025-06-22 03:00:00,sell
2025-06-22 04:00:00,sell
2025-06-22 05:00:00,sell
2025-06-22 08:00:00,sell
2025-06-22 09:00:00,sell
2025-06-22 10:00:00,sell
2025-06-22 11:00:00,sell
2025-06-22 12:00:00,sell
2025-06-22 20:00:00,buy
2025-06-23 00:00:00,buy
2025-06-23 15:00:00,buy
2025-06-23 16:00:00,buy
2025-06-23 18:00:00,buy
2025-06-24 07:00:00,buy
2025-06-24 08:00:00,buy
2025-06-24 11:00:00,buy
2025-06-24 12:00:00,buy
2025-06-24 13:00:00,buy
2025-06-24 19:00:00,buy
2025-06-24 20:00:00,buy
2025-06-24 22:00:00,buy
2025-06-25 01:00:00,buy
2025-06-25 06:00:00,buy
2025-06-25 08:00:00,buy
2025-06-25 10:00:00,buy
2025-06-25 11:00:00,buy
2025-06-25 13:00:00,buy
2025-06-25 14:00:00,buy
2025-06-25 17:00:00,buy
2025-06-25 18:00:00,buy
2025-06-25 20:00:00,buy
2025-06-26 01:00:00,buy
2025-06-26 02:00:00,buy
2025-06-26 18:00:00,buy
2025-06-26 19:00:00,buy
2025-06-26 20:00:00,buy
2025-06-27 00:00:00,buy
2025-06-27 04:00:00,buy
2025-06-27 14:00:00,buy
2025-06-29 00:00:00,buy
2025-06-29 04:00:00,buy
2025-06-29 07:00:00,buy
2025-06-29 18:00:00,buy
2025-06-29 21:00:00,buy
2025-06-29 22:00:00,buy
2025-06-29 23:00:00,buy
2025-06-30 02:00:00,buy
2025-06-30 09:00:00,buy
2025-06-30 11:00:00,buy
2025-06-30 12:00:00,buy
2025-06-30 13:00:00,buy
2025-06-30 14:00:00,buy
2025-07-01 00:00:00,buy
2025-07-01 01:00:00,sell
2025-07-01 02:00:00,sell
2025-07-01 03:00:00,sell
2025-07-01 04:00:00,sell
2025-07-01 05:00:00,sell
2025-07-01 06:00:00,sell
2025-07-01 07:00:00,sell
2025-07-01 08:00:00,sell
2025-07-01 09:00:00,sell
2025-07-01 11:00:00,sell
2025-07-03 06:00:00,sell
2025-07-03 07:00:00,sell
2025-07-03 08:00:00,sell
2025-07-03 09:00:00,sell
2025-07-03 10:00:00,sell
2025-07-03 11:00:00,sell
2025-07-03 12:00:00,sell
2025-07-03 13:00:00,sell
2025-07-03 14:00:00,sell
2025-07-03 18:00:00,sell
2025-07-03 19:00:00,sell
2025-07-03 20:00:00,sell
2025-07-03 21:00:00,sell
2025-07-03 22:00:00,sell
2025-07-03 23:00:00,sell
2025-07-04 07:00:00,buy
2025-07-06 06:00:00,buy
2025-07-06 07:00:00,buy
2025-07-06 09:00:00,buy
2025-07-07 17:00:00,buy
2025-07-07 18:00:00,buy
2025-07-09 00:00:00,buy
2025-07-09 17:00:00,buy
2025-07-10 13:00:00,buy
2025-07-10 16:00:00,buy
2025-07-10 17:00:00,buy
2025-07-10 18:00:00,buy
2025-07-10 20:00:00,buy
2025-07-10 23:00:00,buy
2025-07-11 01:00:00,buy
2025-07-11 03:00:00,buy
