timestamp,action
2025-06-22 14:00:00,buy
2025-06-22 15:00:00,buy
2025-06-22 17:00:00,buy
2025-06-22 19:00:00,buy
2025-06-22 20:00:00,buy
2025-06-23 01:00:00,buy
2025-06-23 03:00:00,buy
2025-06-23 09:00:00,buy
2025-06-23 14:00:00,buy
2025-06-23 16:00:00,buy
2025-06-23 17:00:00,buy
2025-06-23 20:00:00,buy
2025-06-23 22:00:00,buy
2025-06-24 00:00:00,buy
2025-06-24 01:00:00,buy
2025-06-25 13:00:00,sell
2025-06-25 17:00:00,sell
2025-06-25 18:00:00,sell
2025-06-25 19:00:00,sell
2025-06-25 20:00:00,sell
2025-06-26 00:00:00,sell
2025-06-26 01:00:00,sell
2025-06-26 02:00:00,sell
2025-06-26 03:00:00,sell
2025-06-26 04:00:00,sell
2025-06-26 05:00:00,sell
2025-06-26 06:00:00,sell
2025-06-26 07:00:00,sell
2025-06-26 08:00:00,sell
2025-06-26 09:00:00,sell
2025-06-26 10:00:00,sell
2025-06-26 11:00:00,sell
2025-06-27 00:00:00,buy
2025-06-27 01:00:00,buy
2025-06-27 03:00:00,buy
2025-06-27 05:00:00,buy
2025-06-27 20:00:00,buy
2025-06-27 21:00:00,buy
2025-06-27 23:00:00,buy
2025-06-29 19:00:00,buy
2025-06-29 21:00:00,buy
2025-06-30 00:00:00,buy
2025-06-30 01:00:00,buy
2025-06-30 11:00:00,buy
2025-06-30 12:00:00,buy
2025-06-30 14:00:00,buy
2025-06-30 17:00:00,buy
2025-06-30 19:00:00,sell
2025-06-30 20:00:00,sell
2025-06-30 21:00:00,sell
2025-06-30 22:00:00,sell
2025-07-01 18:00:00,buy
2025-07-01 23:00:00,buy
2025-07-02 00:00:00,buy
2025-07-02 01:00:00,buy
2025-07-02 02:00:00,buy
2025-07-02 12:00:00,buy
2025-07-02 14:00:00,buy
2025-07-03 02:00:00,buy
2025-07-03 03:00:00,buy
2025-07-05 17:00:00,buy
2025-07-05 18:00:00,buy
2025-07-05 21:00:00,buy
2025-07-05 22:00:00,buy
2025-07-06 00:00:00,buy
2025-07-06 04:00:00,buy
2025-07-06 16:00:00,buy
2025-07-06 17:00:00,buy
2025-07-06 20:00:00,buy
2025-07-06 21:00:00,buy
2025-07-06 22:00:00,buy
2025-07-07 01:00:00,buy
2025-07-07 08:00:00,buy
2025-07-07 09:00:00,buy
2025-07-07 11:00:00,buy
2025-07-08 02:00:00,buy
2025-07-08 08:00:00,buy
2025-07-08 16:00:00,buy
2025-07-08 20:00:00,buy
2025-07-08 22:00:00,buy
2025-07-09 01:00:00,buy
2025-07-09 05:00:00,buy
2025-07-09 10:00:00,buy
2025-07-09 13:00:00,buy
2025-07-09 14:00:00,buy
2025-07-09 19:00:00,buy
2025-07-10 03:00:00,buy
2025-07-10 06:00:00,buy
2025-07-10 09:00:00,buy
2025-07-10 10:00:00,buy
2025-07-10 12:00:00,buy
2025-07-10 13:00:00,buy
2025-07-10 14:00:00,buy
2025-07-10 17:00:00,buy
2025-07-10 18:00:00,buy
2025-07-10 21:00:00,buy
2025-07-11 00:00:00,buy
2025-07-11 02:00:00,buy
